date,facet,party,value,lower,upper
2021-09-13,2,green,0.067342494,0.059167646,0.076934535
2021-09-13,2,ukip,0.027534572,0.022870362,0.033385959
2021-09-14,1,con,0.390015205,0.368083023,0.413799153
2021-09-14,1,lab,0.342459427,0.322187747,0.361520583
2021-09-14,2,lib,0.090540746,0.081509511,0.100037884
2021-09-14,2,green,0.067333756,0.059188476,0.0769481
2021-09-14,2,ukip,0.027654363,0.022987047,0.03344783
2021-09-16,1,con,0.389941112,0.368142931,0.413907178
2021-09-16,1,lab,0.34245698,0.322521083,0.361469449
2021-09-16,2,lib,0.090445888,0.081371933,0.099917435
2021-09-16,2,green,0.067358539,0.059167794,0.076975487
2021-09-16,2,ukip,0.027806022,0.023095295,0.033500752
2021-09-18,1,con,0.390003211,0.367736706,0.413798309
2021-09-18,1,lab,0.342501061,0.322840186,0.361525179
2021-09-18,2,lib,0.090342895,0.081302454,0.099858196
2021-09-18,2,green,0.067342874,0.059161187,0.077023344
2021-09-18,2,ukip,0.027930194,0.023214939,0.03350105
2021-09-19,1,con,0.390042155,0.367757413,0.413628798
2021-09-19,1,lab,0.342616259,0.322828312,0.36162589
2021-09-19,2,lib,0.090261427,0.081216342,0.099719541
2021-09-19,2,green,0.067369453,0.059154758,0.077021961
2021-09-19,2,ukip,0.02802362,0.02330196,0.033586145
2021-09-21,1,con,0.39002898,0.367713474,0.413746331
2021-09-21,1,lab,0.342643948,0.322826247,0.361554693
2021-09-21,2,lib,0.090192559,0.081072475,0.099624043
2021-09-21,2,green,0.067381213,0.059248329,0.077044285
2021-09-21,2,ukip,0.028130733,0.023374496,0.03361593
2021-09-22,1,con,0.390031725,0.367513024,0.413602978
2021-09-22,1,lab,0.342784182,0.322646247,0.361508117
2021-09-22,2,lib,0.090123107,0.080993194,0.099398094
2021-09-22,2,green,0.067372197,0.059184938,0.077044047
2021-09-22,2,ukip,0.028252519,0.02345364,0.033698679
2021-09-24,1,con,0.389877397,0.367480364,0.413514287
2021-09-24,1,lab,0.342855176,0.322957659,0.36157164
2021-09-24,2,lib,0.090016459,0.080989941,0.0993007
2021-09-24,2,green,0.067365944,0.05918863,0.077107288
2021-09-24,2,ukip,0.028365252,0.023540785,0.03383202
2021-09-25,1,con,0.389805376,0.367506453,0.413492315
2021-09-25,1,lab,0.342999544,0.323318114,0.361847177
2021-09-25,2,lib,0.089932843,0.080942145,0.09922471
2021-09-25,2,green,0.067363539,0.05918444,0.077095556
2021-09-25,2,ukip,0.028465379,0.023667536,0.033983634
2021-09-27,1,con,0.389662892,0.367511287,0.41323778
2021-09-27,1,lab,0.343164446,0.323593804,0.361945339
2021-09-27,2,lib,0.089886217,0.080836761,0.099170008
2021-09-27,2,green,0.067367177,0.059177421,0.077113418
2021-09-27,2,ukip,0.02859903,0.023709679,0.034141483
2021-09-28,1,con,0.389404787,0.367361353,0.412938889
2021-09-28,1,lab,0.34342826,0.323723171,0.362326821
2021-09-28,2,lib,0.089822451,0.080782392,0.09912575
2021-09-28,2,green,0.067378618,0.059191102,0.077157006
2021-09-28,2,ukip,0.028714142,0.023777564,0.034263476
2021-09-30,1,con,0.389174396,0.367001148,0.412786536
2021-09-30,1,lab,0.343709796,0.323843501,0.362935717
2021-09-30,2,lib,0.089784807,0.08068283,0.099118198
2021-09-30,2,green,0.067382797,0.059221201,0.077154759
2021-09-30,2,ukip,0.028805238,0.023862066,0.034418559
2021-10-01,1,con,0.388896253,0.366404479,0.41243149
2021-10-01,1,lab,0.343929239,0.32378353,0.363111443
2021-10-01,2,lib,0.089741545,0.080602775,0.099017407
2021-10-01,2,green,0.067385918,0.059282864,0.077192526
2021-10-01,2,ukip,0.028957009,0.024011676,0.034558659
2021-10-03,1,con,0.388465375,0.36596638,0.411920127
2021-10-03,1,lab,0.34423178,0.323963943,0.36353278
2021-10-03,2,lib,0.089702092,0.080568362,0.098886369
2021-10-03,2,green,0.067394796,0.059285045,0.077154607
2021-10-03,2,ukip,0.029109562,0.024124361,0.034717654
2021-10-04,1,con,0.388051224,0.365692018,0.411385768
2021-10-04,1,lab,0.344551291,0.324343671,0.36412472
2021-10-04,2,lib,0.089651474,0.080520986,0.098809153
2021-10-04,2,green,0.067373557,0.059168178,0.077157616
2021-10-04,2,ukip,0.029252739,0.024285407,0.034846218
2021-10-06,1,con,0.387483232,0.365141623,0.410657236
2021-10-06,1,lab,0.344984801,0.324842476,0.364564157
2021-10-06,2,lib,0.089596553,0.080532476,0.098757656
2021-10-06,2,green,0.067392199,0.059158934,0.077136125
2021-10-06,2,ukip,0.029400334,0.024423787,0.035030748
2021-10-07,1,con,0.387018624,0.364493401,0.409987848
2021-10-07,1,lab,0.345370308,0.325338435,0.364725103
2021-10-07,2,lib,0.089567278,0.080538087,0.098797542
2021-10-07,2,green,0.067380663,0.059175668,0.077040519
2021-10-07,2,ukip,0.029544033,0.024559944,0.035245021
2021-10-09,1,con,0.386547587,0.364074867,0.409328683
2021-10-09,1,lab,0.345808551,0.325789235,0.365234018
2021-10-09,2,lib,0.089559409,0.080508591,0.098848928
2021-10-09,2,green,0.06736988,0.059097959,0.07700026
2021-10-09,2,ukip,0.029672184,0.024643693,0.035422459
2021-10-10,1,con,0.385836618,0.363401924,0.408902655
2021-10-10,1,lab,0.346401611,0.326286582,0.365681733
2021-10-10,2,lib,0.089586726,0.080560747,0.098871736
2021-10-10,2,green,0.067349181,0.0590584,0.077202414
2021-10-10,2,ukip,0.029847544,0.024774447,0.035629614
2021-10-12,1,con,0.38513052,0.362546443,0.40805891
2021-10-12,1,lab,0.346903773,0.327016372,0.366293533
2021-10-12,2,lib,0.089645698,0.080511753,0.098794375
2021-10-12,2,green,0.067321448,0.059119044,0.077198067
2021-10-12,2,ukip,0.030006372,0.024925633,0.03578719
2021-10-14,1,con,0.384418698,0.362055616,0.407244089
2021-10-14,1,lab,0.347520251,0.327826941,0.367148297
2021-10-14,2,lib,0.08963247,0.080476924,0.098891507
2021-10-14,2,green,0.067295956,0.059022575,0.077143882
2021-10-14,2,ukip,0.030175148,0.025042709,0.035986028
2021-10-15,1,con,0.383748615,0.361471105,0.406489343
2021-10-15,1,lab,0.348093143,0.328634689,0.367851674
2021-10-15,2,lib,0.08969738,0.080585575,0.09889289
2021-10-15,2,green,0.067286369,0.059017402,0.077024336
2021-10-15,2,ukip,0.030374073,0.025163431,0.0361967
2021-10-17,1,con,0.382794951,0.360646448,0.406054755
2021-10-17,1,lab,0.348736881,0.329274444,0.368684543
2021-10-17,2,lib,0.089688422,0.080685042,0.098847947
2021-10-17,2,green,0.067277696,0.059034114,0.077039613
2021-10-17,2,ukip,0.030548404,0.025286357,0.036377698
2021-10-18,1,con,0.381861518,0.359506139,0.4050985
2021-10-18,1,lab,0.349501814,0.329963585,0.369373862
2021-10-18,2,lib,0.089735118,0.080733766,0.098895736
2021-10-18,2,green,0.06726359,0.059066094,0.076995662
2021-10-18,2,ukip,0.030731577,0.025348233,0.036588885
2021-10-20,1,con,0.380872988,0.35885565,0.403798636
2021-10-20,1,lab,0.350287717,0.330717439,0.370092485
2021-10-20,2,lib,0.089782385,0.080777223,0.099058703
2021-10-20,2,green,0.067254055,0.059086232,0.076958685
2021-10-20,2,ukip,0.030916364,0.025505193,0.036919059
2021-10-21,1,con,0.379629187,0.357986694,0.402475923
2021-10-21,1,lab,0.351176646,0.331563705,0.370899116
2021-10-21,2,lib,0.089861117,0.080863177,0.099215107
2021-10-21,2,green,0.067207412,0.059051376,0.076899047
2021-10-21,2,ukip,0.031086016,0.025635965,0.03713258
2021-10-23,1,con,0.378490124,0.357012767,0.4013591
2021-10-23,1,lab,0.352067947,0.332407752,0.371613946
2021-10-23,2,lib,0.08991795,0.080965926,0.099215893
2021-10-23,2,green,0.067210178,0.059008478,0.076864658
2021-10-23,2,ukip,0.031276625,0.025824755,0.037269023
2021-10-24,1,con,0.377329067,0.35587195,0.400224387
2021-10-24,1,lab,0.353003482,0.333213857,0.372445933
2021-10-24,2,lib,0.089994088,0.081054104,0.099228796
2021-10-24,2,green,0.067175319,0.058969819,0.076834088
2021-10-24,2,ukip,0.031469798,0.026036405,0.037513737
2021-10-26,1,con,0.376135633,0.354744298,0.399246045
2021-10-26,1,lab,0.353872313,0.334038441,0.373398209
2021-10-26,2,lib,0.09011233,0.081165007,0.09938243
2021-10-26,2,green,0.06713128,0.058959978,0.076782495
2021-10-26,2,ukip,0.031720576,0.026270128,0.037812037
2021-10-27,1,con,0.374950362,0.353622059,0.398258351
2021-10-27,1,lab,0.354779005,0.334908595,0.374230531
2021-10-27,2,lib,0.090241511,0.081198066,0.099437872
2021-10-27,2,green,0.067080932,0.058894042,0.07669815
2021-10-27,2,ukip,0.031952802,0.02651049,0.038105941
2021-10-29,1,con,0.373789373,0.352268302,0.397188686
2021-10-29,1,lab,0.355725941,0.335830357,0.375187215
2021-10-29,2,lib,0.090364709,0.081295243,0.099509858
2021-10-29,2,green,0.0670326,0.058811758,0.076749975
2021-10-29,2,ukip,0.032218636,0.02665422,0.03835734
2021-10-30,1,con,0.372621204,0.351235295,0.396039149
2021-10-30,1,lab,0.356603934,0.336629701,0.376006268
2021-10-30,2,lib,0.090486845,0.081383668,0.09959963
2021-10-30,2,green,0.066977087,0.058784572,0.076664682
2021-10-30,2,ukip,0.03245479,0.026841377,0.038642817
2021-11-01,1,con,0.371262906,0.34991515,0.394986879
2021-11-01,1,lab,0.357517436,0.337473833,0.37695416
2021-11-01,2,lib,0.09061999,0.081478032,0.099694371
2021-11-01,2,green,0.066934154,0.058818436,0.076573506
2021-11-01,2,ukip,0.032711611,0.027106201,0.038939535
2021-11-02,1,con,0.369884571,0.348921331,0.393472929
2021-11-02,1,lab,0.358554062,0.338019487,0.377896854
2021-11-02,2,lib,0.090751498,0.081641588,0.099843514
2021-11-02,2,green,0.066886422,0.058810018,0.076502527
2021-11-02,2,ukip,0.032965239,0.027367309,0.039359559
2021-11-04,1,con,0.368611808,0.347802596,0.391933904
2021-11-04,1,lab,0.359459896,0.338725644,0.37912535
2021-11-04,2,lib,0.090898028,0.081795589,0.099967934
2021-11-04,2,green,0.066868428,0.058780245,0.076407045
2021-11-04,2,ukip,0.033205116,0.027549215,0.039710817
2021-11-06,1,con,0.367304791,0.346508444,0.390569285
2021-11-06,1,lab,0.36032589,0.339710885,0.380145575
2021-11-06,2,lib,0.091057329,0.081964393,0.10012391
2021-11-06,2,green,0.066841856,0.058678928,0.076416637
2021-11-06,2,ukip,0.033460419,0.027780539,0.040042543
2021-11-07,1,con,0.36606636,0.345233563,0.389120293
2021-11-07,1,lab,0.361206624,0.340643891,0.380905969
2021-11-07,2,lib,0.091216661,0.082136426,0.100335993
2021-11-07,2,green,0.06680129,0.058625076,0.076386541
2021-11-07,2,ukip,0.03374902,0.028026437,0.04042295
2021-11-09,1,con,0.364784506,0.344107925,0.387767856
2021-11-09,1,lab,0.3621338,0.341582181,0.381629784
2021-11-09,2,lib,0.091377474,0.082310766,0.100551287
2021-11-09,2,green,0.066776887,0.058634964,0.076327715
2021-11-09,2,ukip,0.034010476,0.028267565,0.040722125
2021-11-10,1,con,0.363467795,0.342993748,0.386249448
2021-11-10,1,lab,0.362958639,0.342339759,0.38243686
2021-11-10,2,lib,0.091571867,0.082494972,0.100787385
2021-11-10,2,green,0.066706665,0.058559151,0.076237972
2021-11-10,2,ukip,0.034266147,0.028500694,0.041030725
2021-11-12,1,con,0.362052107,0.341742481,0.384801839
2021-11-12,1,lab,0.363799231,0.343377257,0.383129961
2021-11-12,2,lib,0.091772793,0.082677989,0.100989962
2021-11-12,2,green,0.066628692,0.058464168,0.076127101
2021-11-12,2,ukip,0.034545727,0.028764672,0.041320184
2021-11-13,1,con,0.360810826,0.340484378,0.383309324
2021-11-13,1,lab,0.364635124,0.344171263,0.383863681
2021-11-13,2,lib,0.091990903,0.082847416,0.101175343
2021-11-13,2,green,0.066542122,0.058446514,0.076012829
2021-11-13,2,ukip,0.034815619,0.029071595,0.041683575
2021-11-15,1,con,0.359564565,0.339200281,0.381949102
2021-11-15,1,lab,0.365501719,0.345194651,0.384815604
2021-11-15,2,lib,0.092170151,0.083013408,0.101435351
2021-11-15,2,green,0.066451688,0.058340534,0.075899296
2021-11-15,2,ukip,0.035151385,0.029303342,0.042073868
2021-11-16,1,con,0.358271811,0.338001805,0.380419918
2021-11-16,1,lab,0.36625837,0.345650104,0.385717289
2021-11-16,2,lib,0.092336684,0.083178177,0.101682545
2021-11-16,2,green,0.066380754,0.058309028,0.07585727
2021-11-16,2,ukip,0.035495377,0.029558573,0.042474845
2021-11-18,1,con,0.356987073,0.336755446,0.37928489
2021-11-18,1,lab,0.367105403,0.346526766,0.386497839
2021-11-18,2,lib,0.092535004,0.083374093,0.101879422
2021-11-18,2,green,0.066321366,0.058184592,0.075789519
2021-11-18,2,ukip,0.035780656,0.02988524,0.042875915
2021-11-19,1,con,0.355702707,0.335448691,0.377807539
2021-11-19,1,lab,0.36793745,0.347250089,0.386902818
2021-11-19,2,lib,0.092754019,0.083590364,0.102163393
2021-11-19,2,green,0.066219793,0.058124414,0.075719399
2021-11-19,2,ukip,0.036106102,0.030237737,0.043237216
2021-11-21,1,con,0.354354492,0.33397386,0.376395919
2021-11-21,1,lab,0.368737758,0.348529151,0.387830453
2021-11-21,2,lib,0.093008039,0.083851775,0.102423339
2021-11-21,2,green,0.066145022,0.058070665,0.07563295
2021-11-21,2,ukip,0.03639846,0.030598323,0.043589526
2021-11-22,1,con,0.353020453,0.332603787,0.375020103
2021-11-22,1,lab,0.369636356,0.34916439,0.388444605
2021-11-22,2,lib,0.093259863,0.084043002,0.102695346
2021-11-22,2,green,0.066048027,0.057995548,0.075547066
2021-11-22,2,ukip,0.036797692,0.030817822,0.043912331
2021-11-24,1,con,0.351665154,0.330974705,0.373540659
2021-11-24,1,lab,0.370532973,0.349883506,0.389127548
2021-11-24,2,lib,0.09348802,0.084303313,0.102981057
2021-11-24,2,green,0.065975231,0.057928291,0.075475568
2021-11-24,2,ukip,0.037138916,0.031098113,0.044342721
2021-11-25,1,con,0.350199929,0.329523626,0.372187706
2021-11-25,1,lab,0.371369192,0.350556413,0.390276424
2021-11-25,2,lib,0.093790266,0.084573347,0.103282308
2021-11-25,2,green,0.065895092,0.057869967,0.07540519
2021-11-25,2,ukip,0.037465162,0.03141798,0.044760609
2021-11-27,1,con,0.348714635,0.328101706,0.370860708
2021-11-27,1,lab,0.372372125,0.351283843,0.391360072
2021-11-27,2,lib,0.094090619,0.084907226,0.10361655
2021-11-27,2,green,0.065837597,0.057821633,0.075339707
2021-11-27,2,ukip,0.037751054,0.031678487,0.045126927
2021-11-28,1,con,0.347247828,0.32671755,0.369391181
2021-11-28,1,lab,0.373408258,0.352348192,0.392469578
2021-11-28,2,lib,0.094407144,0.085328636,0.103964547
2021-11-28,2,green,0.065762347,0.057783453,0.075269884
2021-11-28,2,ukip,0.038026528,0.031905424,0.045488215
2021-11-30,1,con,0.345720167,0.325383915,0.367740993
2021-11-30,1,lab,0.374268878,0.353312373,0.393205829
2021-11-30,2,lib,0.094710342,0.08572345,0.104292028
2021-11-30,2,green,0.065704522,0.057721582,0.075214061
2021-11-30,2,ukip,0.038273655,0.032165937,0.045840333
2021-12-02,1,con,0.344154276,0.324063314,0.365889359
2021-12-02,1,lab,0.375264552,0.354364798,0.394255066
2021-12-02,2,lib,0.095024102,0.086005663,0.104646797
2021-12-02,2,green,0.065664327,0.057667995,0.075212824
2021-12-02,2,ukip,0.038538897,0.032385944,0.046166118
2021-12-03,1,con,0.342468168,0.322277682,0.364101779
2021-12-03,1,lab,0.376270826,0.355792824,0.395494875
2021-12-03,2,lib,0.09531461,0.086360482,0.105050383
2021-12-03,2,green,0.065591895,0.057591115,0.075223511
2021-12-03,2,ukip,0.03875583,0.032574136,0.046471526
2021-12-05,1,con,0.340790555,0.320707187,0.36256026
2021-12-05,1,lab,0.377280423,0.356840697,0.396461677
2021-12-05,2,lib,0.095627869,0.086739199,0.105474243
2021-12-05,2,green,0.065525973,0.057558249,0.075237736
2021-12-05,2,ukip,0.03899386,0.032758044,0.046751435
2021-12-06,1,con,0.339255941,0.319069948,0.360944296
2021-12-06,1,lab,0.378403815,0.357726364,0.397830813
2021-12-06,2,lib,0.095931384,0.087077427,0.105848483
2021-12-06,2,green,0.065440106,0.05749232,0.075029725
2021-12-06,2,ukip,0.039198039,0.032892419,0.047001772
2021-12-08,1,con,0.337663755,0.317398527,0.35909253
2021-12-08,1,lab,0.379546697,0.359265158,0.399022863
2021-12-08,2,lib,0.09632275,0.087336799,0.106321428
2021-12-08,2,green,0.065383074,0.057466983,0.074961316
2021-12-08,2,ukip,0.039373374,0.033001978,0.047205491
2021-12-09,1,con,0.336094685,0.315789426,0.357179333
2021-12-09,1,lab,0.380569631,0.360134856,0.400170993
2021-12-09,2,lib,0.096653172,0.087614967,0.106750142
2021-12-09,2,green,0.065357259,0.057433796,0.074913578
2021-12-09,2,ukip,0.039533982,0.033063564,0.047363246
2021-12-11,1,con,0.334485223,0.314450415,0.355968821
2021-12-11,1,lab,0.381683001,0.361132695,0.401429456
2021-12-11,2,lib,0.096958489,0.087876743,0.107037826
2021-12-11,2,green,0.065284238,0.057311896,0.074834105
2021-12-11,2,ukip,0.03956989,0.033072722,0.047430929
2021-12-12,1,con,0.333005773,0.312858352,0.354447121
2021-12-12,1,lab,0.382907668,0.362518886,0.402666047
2021-12-12,2,lib,0.09726373,0.088138957,0.107436393
2021-12-12,2,green,0.06522786,0.057234722,0.074643513
2021-12-12,2,ukip,0.039631601,0.033086956,0.047403558
2021-12-14,1,con,0.331490217,0.311180922,0.352986482
2021-12-14,1,lab,0.384093125,0.363627272,0.403582251
2021-12-14,2,lib,0.097566624,0.088391012,0.107624913
2021-12-14,2,green,0.065155968,0.057130027,0.074626281
2021-12-14,2,ukip,0.039629657,0.033023134,0.047435533
2021-12-15,1,con,0.330136514,0.309883966,0.351804856
2021-12-15,1,lab,0.385220824,0.364538143,0.404677882
2021-12-15,2,lib,0.09788044,0.08871588,0.10784138
2021-12-15,2,green,0.065068941,0.057012857,0.074623039
2021-12-15,2,ukip,0.039569215,0.032974484,0.047355509
2021-12-17,1,con,0.328898822,0.308338594,0.350629007
2021-12-17,1,lab,0.386367915,0.365439668,0.405861401
2021-12-17,2,lib,0.098213914,0.088973344,0.108191112
2021-12-17,2,green,0.064974415,0.05691584,0.074608728
2021-12-17,2,ukip,0.03951899,0.032971983,0.047072647
2021-12-18,1,con,0.327794352,0.307011605,0.349483683
2021-12-18,1,lab,0.387415006,0.366674724,0.406984456
2021-12-18,2,lib,0.098525012,0.089237592,0.108575664
2021-12-18,2,green,0.064863411,0.05685066,0.07447656
2021-12-18,2,ukip,0.039349049,0.032977706,0.047029003
2021-12-20,1,con,0.326603799,0.305795331,0.348389803
2021-12-20,1,lab,0.388451022,0.367778193,0.408080108
2021-12-20,2,lib,0.098832267,0.089513586,0.10888927
2021-12-20,2,green,0.06476318,0.056752534,0.07431682
2021-12-20,2,ukip,0.039191609,0.032845666,0.046807411
2021-12-21,1,con,0.325572125,0.304788284,0.34725689
2021-12-21,1,lab,0.389518838,0.368773674,0.409270355
2021-12-21,2,lib,0.099110993,0.089741839,0.109300173
2021-12-21,2,green,0.064693143,0.056627061,0.074190427
2021-12-21,2,ukip,0.038979431,0.032646387,0.046418569
2021-12-23,1,con,0.324653914,0.303819462,0.345997085
2021-12-23,1,lab,0.390533017,0.369861103,0.410478421
2021-12-23,2,lib,0.099337384,0.089967244,0.109515067
2021-12-23,2,green,0.064595241,0.056536689,0.074139117
2021-12-23,2,ukip,0.038764979,0.032399645,0.04624328
2021-12-25,1,con,0.323735376,0.302768289,0.345122024
2021-12-25,1,lab,0.391462786,0.370946976,0.411764264
2021-12-25,2,lib,0.09958505,0.090103752,0.109715343
2021-12-25,2,green,0.06447366,0.056440254,0.073933938
2021-12-25,2,ukip,0.038501541,0.032154293,0.045909073
2021-12-26,1,con,0.322773688,0.301930883,0.344550783
2021-12-26,1,lab,0.392436724,0.371575016,0.412734493
2021-12-26,2,lib,0.099805615,0.090288829,0.110108482
2021-12-26,2,green,0.06435797,0.056374574,0.073725441
2021-12-26,2,ukip,0.038209893,0.031852882,0.045564952
2021-12-28,1,con,0.322070557,0.301132471,0.343693302
2021-12-28,1,lab,0.393377197,0.372502859,0.413711863
2021-12-28,2,lib,0.100013402,0.090476826,0.11036545
2021-12-28,2,green,0.064218941,0.056307264,0.073520217
2021-12-28,2,ukip,0.037918763,0.031592117,0.045220123
2021-12-29,1,con,0.321363419,0.300454475,0.342916337
2021-12-29,1,lab,0.394265436,0.373540984,0.414674984
2021-12-29,2,lib,0.100229224,0.090662845,0.110539603
2021-12-29,2,green,0.06415294,0.056239237,0.07337012
2021-12-29,2,ukip,0.037599192,0.031276435,0.044855585
2021-12-31,1,con,0.320683574,0.29965953,0.342174914
2021-12-31,1,lab,0.395074018,0.374111808,0.415504738
2021-12-31,2,lib,0.100455076,0.090909144,0.110693272
2021-12-31,2,green,0.064064513,0.056120517,0.073190356
2021-12-31,2,ukip,0.037241889,0.031027622,0.04438239
2022-01-01,1,con,0.320025061,0.299194102,0.341764297
2022-01-01,1,lab,0.396051183,0.375000361,0.416404281
2022-01-01,2,lib,0.100679599,0.091098333,0.110970895
2022-01-01,2,green,0.063907755,0.056041049,0.073051607
2022-01-01,2,ukip,0.036872967,0.03069663,0.043931178
2022-01-03,1,con,0.319417471,0.29859069,0.341306927
2022-01-03,1,lab,0.396976434,0.375693853,0.417278699
2022-01-03,2,lib,0.100861264,0.091215016,0.111221238
2022-01-03,2,green,0.063801242,0.055985899,0.072902852
2022-01-03,2,ukip,0.036466945,0.030410061,0.043536205
2022-01-04,1,con,0.31901121,0.298179956,0.340827268
2022-01-04,1,lab,0.397895853,0.376655372,0.418049957
2022-01-04,2,lib,0.101036384,0.091354458,0.111475678
2022-01-04,2,green,0.063689736,0.055925878,0.072773515
2022-01-04,2,ukip,0.036102469,0.030100665,0.043048929
2022-01-06,1,con,0.318514809,0.29784754,0.340753625
2022-01-06,1,lab,0.398661559,0.377582735,0.418809065
2022-01-06,2,lib,0.101162984,0.09148152,0.111718028
2022-01-06,2,green,0.063549814,0.055787425,0.072608165
2022-01-06,2,ukip,0.035732418,0.029712989,0.042596277
2022-01-07,1,con,0.318205479,0.297606074,0.340678761
2022-01-07,1,lab,0.399499471,0.378503336,0.419585451
2022-01-07,2,lib,0.101283974,0.091696658,0.111955327
2022-01-07,2,green,0.063387155,0.055697867,0.072438206
2022-01-07,2,ukip,0.035346502,0.029465584,0.042229884
2022-01-09,1,con,0.317847817,0.297430339,0.340458988
2022-01-09,1,lab,0.400384173,0.379055605,0.42036992
2022-01-09,2,lib,0.101381441,0.091783451,0.112135472
2022-01-09,2,green,0.063254255,0.055589234,0.072338198
2022-01-09,2,ukip,0.034959389,0.029114212,0.041795011
2022-01-10,1,con,0.317632667,0.297381945,0.340060829
2022-01-10,1,lab,0.401127389,0.379865798,0.421141386
2022-01-10,2,lib,0.101507841,0.091903529,0.11229573
2022-01-10,2,green,0.063131043,0.055463469,0.072134614
2022-01-10,2,ukip,0.034535745,0.028801064,0.041327462
2022-01-12,1,con,0.317378378,0.297359043,0.339535216
2022-01-12,1,lab,0.401891572,0.380531667,0.421978099
2022-01-12,2,lib,0.101582445,0.091919182,0.112392448
2022-01-12,2,green,0.063017646,0.05534203,0.071996103
2022-01-12,2,ukip,0.034177403,0.028541005,0.040860137
2022-01-13,1,con,0.317144542,0.297174971,0.339055246
2022-01-13,1,lab,0.402593842,0.381274171,0.422629515
2022-01-13,2,lib,0.101604936,0.091917684,0.112529618
2022-01-13,2,green,0.062855015,0.05522791,0.071818667
2022-01-13,2,ukip,0.033812527,0.028201562,0.040418077
2022-01-15,1,con,0.317066848,0.29725736,0.339201637
2022-01-15,1,lab,0.403182311,0.382114472,0.423185557
2022-01-15,2,lib,0.10162492,0.091771264,0.112626476
2022-01-15,2,green,0.062704852,0.055091179,0.07164666
2022-01-15,2,ukip,0.033446373,0.027933126,0.039934996
2022-01-16,1,con,0.317071086,0.297162997,0.339208113
2022-01-16,1,lab,0.403675862,0.382632087,0.423724701
2022-01-16,2,lib,0.101645928,0.091783664,0.112781898
2022-01-16,2,green,0.062583626,0.054921614,0.071460938
2022-01-16,2,ukip,0.033097964,0.027589864,0.039604373
2022-01-18,1,con,0.317162307,0.2972103,0.339241607
2022-01-18,1,lab,0.404224817,0.383314096,0.423965835
2022-01-18,2,lib,0.101676335,0.091789826,0.112742582
2022-01-18,2,green,0.062424778,0.054762903,0.071363021
2022-01-18,2,ukip,0.032787086,0.027288713,0.0393719
2022-01-20,1,con,0.317199827,0.297358536,0.339144548
2022-01-20,1,lab,0.40463112,0.383879427,0.424663827
2022-01-20,2,lib,0.101671328,0.091734173,0.112704098
2022-01-20,2,green,0.062266405,0.054607478,0.071223507
2022-01-20,2,ukip,0.032495376,0.027029131,0.039122487
2022-01-21,1,con,0.317531797,0.297565587,0.339252044
2022-01-21,1,lab,0.404987533,0.384129141,0.42488114
2022-01-21,2,lib,0.101633708,0.091659711,0.112813532
2022-01-21,2,green,0.062110358,0.054464509,0.071064586
2022-01-21,2,ukip,0.032210548,0.02677828,0.038815125
2022-01-23,1,con,0.317704968,0.297827884,0.339381241
2022-01-23,1,lab,0.405262639,0.384348468,0.42513662
2022-01-23,2,lib,0.101610266,0.091605761,0.112759222
2022-01-23,2,green,0.061940455,0.054323192,0.070924668
2022-01-23,2,ukip,0.03198302,0.026518821,0.038414463
2022-01-24,1,con,0.317959509,0.298051621,0.339661458
2022-01-24,1,lab,0.405377375,0.384472435,0.425171111
2022-01-24,2,lib,0.101563665,0.091643728,0.11279575
2022-01-24,2,green,0.061777562,0.054173728,0.07073915
2022-01-24,2,ukip,0.031736699,0.026285866,0.038095189
2022-01-26,1,con,0.318348058,0.298419492,0.340080146
2022-01-26,1,lab,0.405382004,0.384676156,0.425543834
2022-01-26,2,lib,0.101566342,0.091660462,0.112590699
2022-01-26,2,green,0.061603675,0.054031986,0.070635072
2022-01-26,2,ukip,0.031527595,0.026116038,0.037821439
2022-01-27,1,con,0.318891269,0.298955861,0.34024009
2022-01-27,1,lab,0.405477127,0.384725672,0.425742869
2022-01-27,2,lib,0.101511139,0.091719763,0.112531999
2022-01-27,2,green,0.061444669,0.05385024,0.070427461
2022-01-27,2,ukip,0.031363303,0.025930573,0.037621286
2022-01-29,1,con,0.31939098,0.299654339,0.34040124
2022-01-29,1,lab,0.405412862,0.384565358,0.425930103
2022-01-29,2,lib,0.101461885,0.091759487,0.112457196
2022-01-29,2,green,0.061295275,0.053738002,0.070215557
2022-01-29,2,ukip,0.031220304,0.025823637,0.03734015
2022-01-30,1,con,0.320025969,0.299943651,0.340995964
2022-01-30,1,lab,0.4053105,0.38426915,0.426089268
2022-01-30,2,lib,0.101376277,0.091689742,0.112398239
2022-01-30,2,green,0.061141601,0.05356848,0.070021471
2022-01-30,2,ukip,0.031067371,0.025701981,0.037171629
2022-02-01,1,con,0.320579912,0.300697925,0.341729809
2022-02-01,1,lab,0.405128433,0.383845235,0.425892891
2022-02-01,2,lib,0.101277248,0.091583104,0.112334031
2022-02-01,2,green,0.060991954,0.053457983,0.069952178
2022-02-01,2,ukip,0.0309414,0.02559076,0.037128792
2022-02-02,1,con,0.321283953,0.301240188,0.342565682
2022-02-02,1,lab,0.404974029,0.383753429,0.425853196
2022-02-02,2,lib,0.101198036,0.091528821,0.11228056
2022-02-02,2,green,0.060830522,0.053265258,0.0697161
2022-02-02,2,ukip,0.030857109,0.025453147,0.037110759
2022-02-04,1,con,0.322012498,0.301881993,0.343372341
2022-02-04,1,lab,0.404724696,0.383586502,0.425658296
